"row","gene_id","percent_GC","length"
"33219","ENSG00000217089",40.83,168
"33220","ENSG00000240583",56.37,13664
"33221","ENSG00000200248",48.31,117
"33222","ENSG00000185002",34.58,54949
"33223","ENSG00000225846",53.65,314
"33224","ENSG00000189157",41.26,69743
"33225","ENSG00000115255",60.84,6761
"33226","ENSG00000252107",43.27,103
"33227","ENSG00000263514",21.33,74
"33228","ENSG00000264390",50,69
"33229","ENSG00000216548",47.8,453
"33230","ENSG00000275138",37.66,238
"33231","ENSG00000213065",53.97,1485
"33232","ENSG00000180658",45.22,1757
"33233","ENSG00000236761",41.21,2576
"33234","ENSG00000278966",63.78,910
"33235","ENSG00000216917",53.04,591
"33236","ENSG00000143222",46.11,6080
"33237","ENSG00000266807",35,59
"33238","ENSG00000219532",43.94,288
"33239","ENSG00000106128",45.67,54585
"33240","ENSG00000200895",47.19,319
"33241","ENSG00000277507",66.22,674
"33242","ENSG00000237115",43.9,2432
"33243","ENSG00000118523",52.27,3196
"33244","ENSG00000223928",41.61,946
"33245","ENSG00000277563",43.18,87
"33246","ENSG00000207930",37.11,96
"33247","ENSG00000286951",42.6,6276
"33248","ENSG00000289188",40.73,2010
"33249","ENSG00000226407",45.74,410
"33250","ENSG00000141867",50.24,97026
"33251","ENSG00000223470",39.06,8566
"33252","ENSG00000287401",41.54,71358
"33253","ENSG00000272414",42.11,59408
"33254","ENSG00000281213",51.15,6593
"33255","ENSG00000275962",46.35,23124
"33256","ENSG00000148498",40.01,705765
"33257","ENSG00000281519",39.84,21338
"33258","ENSG00000125107",41.44,109934
"33259","ENSG00000281099",49.89,2322
"33260","ENSG00000281268",45.68,971
"33261","ENSG00000280905",62.74,4366
"33262","ENSG00000280943",45.15,36454
"33263","ENSG00000143224",53.19,11957
"33264","ENSG00000218857",51.98,1161
"33265","ENSG00000118518",36.4,21841
"33266","ENSG00000118804",48.64,4397
"33267","ENSG00000249858",41.79,1040
"33268","ENSG00000212368",37.74,105
"33269","ENSG00000240426",45.14,318
"33270","ENSG00000199857",32.39,70
"33271","ENSG00000251159",40.23,265
"33272","ENSG00000293427",56.07,45465
"33273","ENSG00000151806",33.76,22508
"33274","ENSG00000284481",71.21,65
"33275","ENSG00000221116",45.33,74
"33276","ENSG00000271798",50.76,131
"33277","ENSG00000212498",58.14,85
"33278","ENSG00000229686",45.07,70
"33279","ENSG00000226572",44.44,71
"33280","ENSG00000101365",51.38,5826
"33281","ENSG00000251768",49.45,90
"33282","ENSG00000213131",46.71,1033
"33283","ENSG00000258728",54.22,15255
"33284","ENSG00000220744",40.52,890
"33285","ENSG00000137070",54.24,9740
"33286","ENSG00000220522",35.17,417
"33287","ENSG00000226707",36.13,1070
"33288","ENSG00000124812",35.79,42839
"33289","ENSG00000163281",33.84,44388
"33290","ENSG00000280538",43.46,595
"33291","ENSG00000281806",42.31,8696
"33292","ENSG00000281362",44.05,74375
"33293","ENSG00000119321",41.22,60452
"33294","ENSG00000276734",43.07,92915
"33295","ENSG00000276355",49.32,11485
"33296","ENSG00000273369",32.65,440
"33297","ENSG00000281387",60.09,455
"33298","ENSG00000272936",26.74,560
"33299","ENSG00000284131",58.45,3496
"33300","ENSG00000199169",35.29,67
"33301","ENSG00000199145",42.65,67
"33302","ENSG00000207927",40.58,68
"33303","ENSG00000199102",45.59,67
"33304","ENSG00000284297",56.38,1668
"33305","ENSG00000284463",38.36,72
"33306","ENSG00000220924",43.43,448
"33307","ENSG00000292379",63.19,4365
"33308","ENSG00000248633",47.6,333
"33309","ENSG00000177684",27.04,3915
"33310","ENSG00000281436",61.02,5115
"33311","ENSG00000250229",32.62,186
"33312","ENSG00000275736",53.04,8067
"33313","ENSG00000180801",36.4,79443
"33314","ENSG00000214642",31.82,948
"33315","ENSG00000232887",49.13,288
"33316","ENSG00000185467",47.45,76503
"33317","ENSG00000203970",33.06,12856
"33318","ENSG00000249304",42.54,1064
"33319","ENSG00000248716",39.93,287
"33320","ENSG00000180872",35.12,7830
"33321","ENSG00000244694",36.58,254524
"33322","ENSG00000125089",57.48,59731
"33323","ENSG00000261839",43.07,2829
"33324","ENSG00000198315",38.62,17577
"33325","ENSG00000013374",44.89,36677
"33326","ENSG00000139330",34.7,7533
"33327","ENSG00000229474",42.91,45591
"33328","ENSG00000127328",38.23,84344
"33329","ENSG00000104915",55.36,6325
"33330","ENSG00000281078",50.15,657
"33331","ENSG00000228293",45.57,1522
"33332","ENSG00000275777",49.02,558
"33333","ENSG00000101109",38.54,117720
"33334","ENSG00000280569",68.75,223
"33335","ENSG00000158850",52.28,6658
"33336","ENSG00000280572",49.47,470
"33337","ENSG00000280491",30.57,1962
"33338","ENSG00000281759",49.69,476
"33339","ENSG00000280768",43.27,103
"33340","ENSG00000278582",55.57,1183
"33341","ENSG00000215252",47.06,63408
"33342","ENSG00000276126",63.31,5145
"33343","ENSG00000197822",42.9,65812
"33344","ENSG00000295055",55.61,7115
"33345","ENSG00000277926",65.6,8588
"33346","ENSG00000295071",53.98,21798
"33347","ENSG00000213888",59.59,1974
"33348","ENSG00000218834",36.32,189
"33349","ENSG00000295107",45.91,672
"33350","ENSG00000135298",35.14,755289
"33351","ENSG00000295282",46.4,7476
"33352","ENSG00000280445",48.29,42833
"33353","ENSG00000292402",42.94,23773
"33354","ENSG00000283089",58.54,3494
"33355","ENSG00000282969",56.45,1666
"33356","ENSG00000295360",48.51,906
"33357","ENSG00000283032",39.11,1188
"33358","ENSG00000295361",46.77,9668
"33359","ENSG00000293485",56.14,12310
"33360","ENSG00000292406",60.31,1372
"33361","ENSG00000282837",54.72,9299
"33362","ENSG00000292417",63.11,4195
"33363","ENSG00000282884",60.97,5115
"33364","ENSG00000281020",42.3,49705
"33365","ENSG00000281232",54.43,3925
"33366","ENSG00000276061",55.15,5997
"33367","ENSG00000158859",51.47,14752
"33368","ENSG00000287914",46.39,2297
"33369","ENSG00000284615",41.18,5638
"33370","ENSG00000202044",48.33,119
"33371","ENSG00000233464",34.12,1054
"33372","ENSG00000218792",39.85,393
"33373","ENSG00000279964",58.63,1829
"33374","ENSG00000280236",39.78,2377
"33375","ENSG00000283118",40.98,5602
"33376","ENSG00000279166",37.61,2613
"33377","ENSG00000275372",48.44,127
"33378","ENSG00000273537",59,99
"33379","ENSG00000277444",24.36,77
"33380","ENSG00000277881",44.7,348
"33381","ENSG00000232125",38.38,69949
"33382","ENSG00000225797",41.09,5210
"33383","ENSG00000230164",52.82,1046
"33384","ENSG00000204687",50.24,1259
"33385","ENSG00000213900",50.25,405
"33386","ENSG00000177105",51.19,13981
"33387","ENSG00000230056",42.2,1435
"33388","ENSG00000243729",36.62,78218
"33389","ENSG00000113396",37.22,495629
"33390","ENSG00000158869",49.29,5465
"33391","ENSG00000112462",38.15,1868
"33392","ENSG00000281848",62.8,1026
"33393","ENSG00000118432",39.08,26483
"33394","ENSG00000274362",56.15,6699
"33395","ENSG00000229368",62.31,787
"33396","ENSG00000274392",34.19,29167
"33397","ENSG00000204252",52.57,5409
"33398","ENSG00000287296",58.76,661
"33399","ENSG00000284525",65,79
"33400","ENSG00000230593",48.16,489
"33401","ENSG00000213253",51.81,829
"33402","ENSG00000206976",54.01,136
"33403","ENSG00000255232",37.4,261
"33404","ENSG00000255141",47.24,1356
"33405","ENSG00000290517",41.01,45835
"33406","ENSG00000224555",50.5,300
"33407","ENSG00000179218",53.01,5911
"33408","ENSG00000240385",45.61,170
"33409","ENSG00000167325",40.37,44225
"33410","ENSG00000158882",52.75,4807
"33411","ENSG00000134324",46.76,149814
"33412","ENSG00000224796",47.32,409
"33413","ENSG00000231461",47.86,5542
"33414","ENSG00000228688",49.48,3536
"33415","ENSG00000204231",53.9,7077
"33416","ENSG00000248634",37.81,78851
"33417","ENSG00000288697",43.4,105
"33418","ENSG00000066583",38.93,19279
"33419","ENSG00000277354",74.36,697
"33420","ENSG00000292148",41.5,305
"33421","ENSG00000152592",38.38,14081
"33422","ENSG00000292149",46.98,176995
"33423","ENSG00000201896",48.42,315
"33424","ENSG00000279347",44.12,1649
"33425","ENSG00000172216",66.12,1956
"33426","ENSG00000064313",37.5,102089
"33427","ENSG00000278476",44.24,442
"33428","ENSG00000293164",55.28,3883
"33429","ENSG00000292150",40.24,844
"33430","ENSG00000276504",55.03,8735
"33431","ENSG00000292151",40.19,106
"33432","ENSG00000279215",43.51,369
"33433","ENSG00000292152",40.32,123
"33434","ENSG00000292253",47.45,10221
"33435","ENSG00000130303",58.4,2691
"33436","ENSG00000125772",39.23,66602
"33437","ENSG00000292153",32.35,101
"33438","ENSG00000280686",52.97,78333
"33439","ENSG00000292154",57.35,557
"33440","ENSG00000264563",56.96,78
"33441","ENSG00000292155",51.26,12574
"33442","ENSG00000248403",45.18,621
"33443","ENSG00000225929",46.12,2360
"33444","ENSG00000178966",38.55,23276
"33445","ENSG00000248150",41.62,66720
"33446","ENSG00000295412",51.98,11030
"33447","ENSG00000281624",61.65,3704
"33448","ENSG00000295474",58.01,1323
"33449","ENSG00000173545",40.67,14281
"33450","ENSG00000295501",43.5,14926
"33451","ENSG00000232363",50.73,13051
"33452","ENSG00000236398",43.85,1016
"33453","ENSG00000231253",42.53,74731
"33454","ENSG00000281082",54.54,991
"33455","ENSG00000281648",57.84,656
"33456","ENSG00000118785",36.13,7865
"33457","ENSG00000281553",60.05,8562
"33458","ENSG00000221937",47.56,1042
"33459","ENSG00000282851",47.97,13638
"33460","ENSG00000295601",43.44,14837
"33461","ENSG00000295622",43.96,7367
"33462","ENSG00000165269",53.23,19503
"33463","ENSG00000279223",40.41,192
"33464","ENSG00000277949",65.65,4223
"33465","ENSG00000290981",49.66,40756
"33466","ENSG00000197448",41.49,26761
"33467","ENSG00000221065",73.17,81
"33468","ENSG00000259892",63.93,950
"33469","ENSG00000252425",35.64,100
"33470","ENSG00000261304",39.24,19960
"33471","ENSG00000276977",63.14,9027
"33472","ENSG00000201370",47.83,91
"33473","ENSG00000166069",37.96,45785
"33474","ENSG00000288622",51.97,166621
"33475","ENSG00000284035",51.32,75
"33476","ENSG00000248485",45.8,26705
"33477","ENSG00000112893",36.47,179698
"33478","ENSG00000188931",42.3,3143
"33479","ENSG00000295759",54.61,6082
"33480","ENSG00000234688",48.23,49473
"33481","ENSG00000202441",39.58,95
"33482","ENSG00000204228",56.55,2176
"33483","ENSG00000295778",54.27,5691
"33484","ENSG00000295854",48.68,69034
"33485","ENSG00000295865",49.59,3756
"33486","ENSG00000236484",48.31,651
"33487","ENSG00000288093",47.89,1870
"33488","ENSG00000295876",51.62,646
"33489","ENSG00000206921",39.25,106
"33490","ENSG00000295890",54.89,265
"33491","ENSG00000215840",57.83,1014
"33492","ENSG00000277882",38.35,205
"33493","ENSG00000230319",51.88,43131
"33494","ENSG00000283317",49.6,7552
"33495","ENSG00000277762",51.06,281
"33496","ENSG00000227139",41.76,1541
"33497","ENSG00000265107",46.17,17163
"33498","ENSG00000232655",56.38,1503
"33499","ENSG00000275885",57.07,16360
"33500","ENSG00000234190",42.62,11363
"33501","ENSG00000223728",51.86,1397
"33502","ENSG00000296052",59.32,9355
"33503","ENSG00000228274",48.32,14286
"33504","ENSG00000121634",45.36,6474
"33505","ENSG00000224397",52.9,78622
"33506","ENSG00000188092",39.85,65199
"33507","ENSG00000296155",36.2,18432
"33508","ENSG00000187012",54.08,3183
"33509","ENSG00000199036",68.18,109
"33510","ENSG00000204227",53.02,4222
"33511","ENSG00000269481",49.76,8067
"33512","ENSG00000254503",44.99,1257
"33513","ENSG00000269053",47.45,469
"33514","ENSG00000281486",44.83,60566
"33515","ENSG00000188051",50.71,13159
"33516","ENSG00000203999",52.54,22779
"33517","ENSG00000285722",50.76,7759
"33518","ENSG00000269035",50.72,24193
"33519","ENSG00000296191",33.91,347
"33520","ENSG00000296232",53.28,19382
"33521","ENSG00000269736",50.46,758
"33522","ENSG00000223695",49.24,36278
"33523","ENSG00000171773",50.87,5501
"33524","ENSG00000225463",59.46,623
"33525","ENSG00000223457",47.04,1891
"33526","ENSG00000284897",42.31,103
"33527","ENSG00000285342",48.98,97
"33528","ENSG00000285055",43.61,570
"33529","ENSG00000105538",53.6,20025
"33530","ENSG00000223501",45.57,21775
"33531","ENSG00000285271",48.39,497
"33532","ENSG00000290622",49.28,4498
"33533","ENSG00000290388",42.68,26947
"33534","ENSG00000285058",48.73,4278
"33535","ENSG00000285434",37.73,2917
"33536","ENSG00000287269",49.49,8313
"33537","ENSG00000258397",64.78,635
"33538","ENSG00000280623",43.43,10976
"33539","ENSG00000239471",51.18,296
"33540","ENSG00000258410",42.71,19208
"33541","ENSG00000296451",50.82,8080
"33542","ENSG00000278935",60.99,4636
"33543","ENSG00000296466",38.43,13571
"33544","ENSG00000184206",48.07,9585
"33545","ENSG00000162244",53.83,2373
"33546","ENSG00000296469",48.24,1956
"33547","ENSG00000296570",53.32,6741
"33548","ENSG00000285011",42.26,1691
"33549","ENSG00000296627",49.71,5418
"33550","ENSG00000292380",38.16,87723
"33551","ENSG00000255276",69.09,1141
"33552","ENSG00000279973",60.36,1906
"33553","ENSG00000292381",37.2,44500
"33554","ENSG00000296654",53.99,5828
"33555","ENSG00000187079",42.76,270316
"33556","ENSG00000296723",49.34,10086
"33557","ENSG00000284963",37.23,461
"33558","ENSG00000225867",51.59,1763
"33559","ENSG00000296742",42.07,1335
"33560","ENSG00000296781",60.09,2457
"33561","ENSG00000296814",48.36,487
"33562","ENSG00000296820",58.9,2826
"33563","ENSG00000296836",45.84,3690
"33564","ENSG00000296842",55.61,1738
"33565","ENSG00000292383",42.9,12496
"33566","ENSG00000296914",47.66,12602
"33567","ENSG00000241832",51.79,9963
"33568","ENSG00000292384",47.92,2303
"33569","ENSG00000166938",42.92,40681
"33570","ENSG00000297074",67.37,1902
"33571","ENSG00000205853",42.19,22220
"33572","ENSG00000293724",52.58,10315
"33573","ENSG00000260202",43.83,37411
"33574","ENSG00000293741",58.63,2653
"33575","ENSG00000235032",52.78,2157
"33576","ENSG00000293761",53.84,1925
"33577","ENSG00000113739",50.41,13724
"33578","ENSG00000233354",49.55,1908
"33579","ENSG00000293818",51.73,2835
"33580","ENSG00000177675",36.25,133212
"33581","ENSG00000293822",51.84,25544
"33582","ENSG00000156413",53.63,9314
"33583","ENSG00000293887",44.26,16164
"33584","ENSG00000293974",61.25,1168
"33585","ENSG00000286083",40.41,8229
"33586","ENSG00000294006",54.86,2923
"33587","ENSG00000294032",43.49,11782
"33588","ENSG00000287652",57.81,5316
"33589","ENSG00000294048",43.93,1590
"33590","ENSG00000185065",50.36,2342
"33591","ENSG00000294100",36.93,3828
"33592","ENSG00000297138",56.06,4812
"33593","ENSG00000294201",39.14,109239
"33594","ENSG00000230866",44.19,67178
"33595","ENSG00000294218",54.8,3017
"33596","ENSG00000286546",39.06,101094
"33597","ENSG00000182613",49.47,11699
"33598","ENSG00000294237",51.58,2529
"33599","ENSG00000177721",51.47,3937
"33600","ENSG00000297155",48.68,60820
"33601","ENSG00000294251",47.26,3270
"33602","ENSG00000232645",53.01,1695
"33603","ENSG00000130383",53.72,4714
"33604","ENSG00000297177",50.12,28303
"33605","ENSG00000165271",54.39,12577
"33606","ENSG00000297194",49.26,1215
"33607","ENSG00000113108",53.75,6513
"33608","ENSG00000297197",48.8,11277
"33609","ENSG00000252539",53.57,111
"33610","ENSG00000099866",60.88,16167
"33611","ENSG00000297345",60.81,2237
"33612","ENSG00000282012",42.73,5405
"33613","ENSG00000284633",55.83,37723
"33614","ENSG00000287225",50.13,15189
"33615","ENSG00000236874",51.82,1975
"33616","ENSG00000255067",47.1,638
"33617","ENSG00000229876",37.49,133463
"33618","ENSG00000252329",44.77,171
"33619","ENSG00000237767",36.34,39849
"33620","ENSG00000085733",52.81,38180
"33621","ENSG00000178826",47.5,8091
"33622","ENSG00000297505",57.26,998
"33623","ENSG00000297508",39.72,1827
"33624","ENSG00000285685",60.74,1894
"33625","ENSG00000297546",54.24,2934
"33626","ENSG00000297571",53.7,1930
"33627","ENSG00000164086",59.39,7652
"33628","ENSG00000297590",58.88,500
"33629","ENSG00000297713",58.72,1971
"33630","ENSG00000109501",57.04,33416
"33631","ENSG00000297748",51.93,7590
"33632","ENSG00000297762",60.34,715
"33633","ENSG00000297777",21.98,3252
"33634","ENSG00000197210",56.75,9881
"33635","ENSG00000164087",51.67,79464
"33636","ENSG00000286491",52.37,9310
"33637","ENSG00000261846",35.43,25582
"33638","ENSG00000289846",54.29,395
"33639","ENSG00000297861",49.24,661
"33640","ENSG00000297903",55.56,7792
"33641","ENSG00000280356",41.1,36501
"33642","ENSG00000297940",37.41,4677
"33643","ENSG00000298026",47,26903
"33644","ENSG00000294263",43.45,2952
"33645","ENSG00000237316",39.04,13350
"33646","ENSG00000290996",46.68,7748
"33647","ENSG00000272682",58.3,4140
"33648","ENSG00000262411",37.05,20782
"33649","ENSG00000298045",49.85,5042
"33650","ENSG00000294328",41.89,4162
"33651","ENSG00000262466",35.59,3688
"33652","ENSG00000230513",50.74,8806
"33653","ENSG00000225458",43,72829
"33654","ENSG00000294362",41,521
"33655","ENSG00000298068",52.08,4304
"33656","ENSG00000294373",43.87,1075
"33657","ENSG00000213279",55.09,3163
"33658","ENSG00000225321",40.88,23709
"33659","ENSG00000172270",62.58,12217
"33660","ENSG00000298102",58.71,1268
"33661","ENSG00000288834",61.42,1129
"33662","ENSG00000106144",43.43,19481
"33663","ENSG00000298130",59.24,497
"33664","ENSG00000182824",42.53,24182
"33665","ENSG00000288946",51.79,6421
"33666","ENSG00000294457",50.53,2067
"33667","ENSG00000294467",49.83,1476
"33668","ENSG00000278719",40.43,16569
"33669","ENSG00000186815",50.56,77535
"33670","ENSG00000294501",44.19,25571
"33671","ENSG00000298191",50.08,1187
"33672","ENSG00000298208",42.37,929
"33673","ENSG00000298316",41.53,121607
"33674","ENSG00000237687",58.05,5715
"33675","ENSG00000294525",58.6,4583
"33676","ENSG00000275544",51.24,50786
"33677","ENSG00000294533",49.91,12655
"33678","ENSG00000270776",44.59,230
"33679","ENSG00000294538",67.24,2807
"33680","ENSG00000234932",43.02,171
"33681","ENSG00000294546",59.39,585
"33682","ENSG00000203971",47.79,3056
"33683","ENSG00000226213",52,947
"33684","ENSG00000130713",47.83,13567
"33685","ENSG00000234265",38.16,72505
"33686","ENSG00000162994",39.62,60016
"33687","ENSG00000274041",58.5,5831
"33688","ENSG00000277600",57.87,17975
"33689","ENSG00000273059",37.44,429
"33690","ENSG00000206791",64.67,166
"33691","ENSG00000206585",54.88,163
"33692","ENSG00000198658",67.31,3171
"33693","ENSG00000298334",41.17,67928
"33694","ENSG00000238382",37.14,104
"33695","ENSG00000242849",53.4,1615
"33696","ENSG00000207190",39.25,106
"33697","ENSG00000200508",41.18,101
"33698","ENSG00000260773",42.07,16789
"33699","ENSG00000075131",44.04,50555
"33700","ENSG00000298339",63.26,1504
"33701","ENSG00000023330",45.47,16241
"33702","ENSG00000273287",51.92,14738
"33703","ENSG00000298378",65.25,750
"33704","ENSG00000298407",65.62,799
"33705","ENSG00000298484",50.85,31898
"33706","ENSG00000269931",47.32,2260
"33707","ENSG00000116688",50.93,35030
"33708","ENSG00000287335",44.64,47970
"33709","ENSG00000298486",57.96,2223
"33710","ENSG00000243902",57.73,87880
"33711","ENSG00000181123",51.11,17571
"33712","ENSG00000298545",48.05,7778
"33713","ENSG00000298609",52.38,15146
"33714","ENSG00000172493",41.18,206037
"33715","ENSG00000294635",46.31,405
"33716","ENSG00000298663",45.01,27688
"33717","ENSG00000294694",46.19,3212
"33718","ENSG00000298665",49.86,4780
"33719","ENSG00000280552",39.59,8460
"33720","ENSG00000229539",50.32,26589
"33721","ENSG00000182057",55.38,9831
"33722","ENSG00000294804",58.52,1255
"33723","ENSG00000232406",54.21,8479
"33724","ENSG00000203327",37.18,1739
"33725","ENSG00000252712",42.65,135
"33726","ENSG00000298701",45.25,2355
"33727","ENSG00000223271",41,99
"33728","ENSG00000240821",42.14,578
"33729","ENSG00000227799",56.97,1628
"33730","ENSG00000231977",61.99,25532
"33731","ENSG00000298726",55.52,3306
"33732","ENSG00000169032",44.71,104819
"33733","ENSG00000298759",61.57,8660
"33734","ENSG00000239419",53.72,295
"33735","ENSG00000240322",50.5,298
"33736","ENSG00000231531",46.3,377
"33737","ENSG00000272973",56.51,1397
"33738","ENSG00000224565",46.92,55269
"33739","ENSG00000298810",62.93,1345
"33740","ENSG00000085760",39.6,32752
"33741","ENSG00000159784",55.07,9370
"33742","ENSG00000298832",62.99,1342
"33743","ENSG00000224715",47.5,44314
"33744","ENSG00000261188",43.8,3880
"33745","ENSG00000294963",50.87,34353
"33746","ENSG00000298965",59.94,1951
"33747","ENSG00000294979",47.88,31327
"33748","ENSG00000299016",48.75,5371
"33749","ENSG00000227117",45.27,71740
"33750","ENSG00000295003",42.36,4973
"33751","ENSG00000286483",57.63,1264
"33752","ENSG00000235292",39.57,74916
"33753","ENSG00000295152",42.38,19820
"33754","ENSG00000295170",54.36,1500
"33755","ENSG00000295191",55.92,1417
"33756","ENSG00000295226",65.24,514
"33757","ENSG00000231500",46.9,4436
"33758","ENSG00000295234",39.68,27303
"33759","ENSG00000225676",44.28,24437
"33760","ENSG00000295351",51.96,1552
"33761","ENSG00000295358",42.02,8586
"33762","ENSG00000276259",42.84,872
"33763","ENSG00000299076",36.07,10373
"33764","ENSG00000207493",43.7,134
"33765","ENSG00000299103",68.2,282
"33766","ENSG00000206952",44.03,133
"33767","ENSG00000299104",43.08,1076
"33768","ENSG00000149443",44.9,30655
"33769","ENSG00000281910",43.38,135
"33770","ENSG00000299123",53.12,799
"33771","ENSG00000260865",52.1,356
"33772","ENSG00000299144",56.06,23043
"33773","ENSG00000103042",52.71,19661
"33774","ENSG00000299145",49.45,3105
"33775","ENSG00000280003",53.98,1996
"33776","ENSG00000299161",58,568
"33777","ENSG00000173366",60.17,10109
"33778","ENSG00000295485",37.71,99280
"33779","ENSG00000299199",59.54,3672
"33780","ENSG00000295619",56.2,24608
"33781","ENSG00000206249",48.06,38205
"33782","ENSG00000299223",47.21,20157
"33783","ENSG00000224027",49.09,66429
"33784","ENSG00000227726",48.1,315
"33785","ENSG00000247596",57.04,18176
"33786","ENSG00000279459",57.07,1555
"33787","ENSG00000207196",44.66,102
"33788","ENSG00000295639",51.76,7823
"33789","ENSG00000280089",48.28,463
"33790","ENSG00000299267",54.85,772
"33791","ENSG00000229882",56.77,2754
"33792","ENSG00000171671",52.49,2325
"33793","ENSG00000299465",52.55,804
"33794","ENSG00000232121",57.53,2570
"33795","ENSG00000261251",47.96,6037
"33796","ENSG00000263744",45.45,98
"33797","ENSG00000286708",50.76,10215
"33798","ENSG00000227097",61.9,209
"33799","ENSG00000280611",48.23,13261
"33800","ENSG00000182103",54.75,3924
"33801","ENSG00000281360",48.42,10111
"33802","ENSG00000299489",43.16,5483
"33803","ENSG00000299503",54.05,5239
"33804","ENSG00000280749",47.06,6327
"33805","ENSG00000255063",47.58,1155
"33806","ENSG00000299520",48.89,717
"33807","ENSG00000295703",61.15,1026
"33808","ENSG00000299567",53.71,2358
"33809","ENSG00000295707",50.11,16440
"33810","ENSG00000299581",64.84,2539
"33811","ENSG00000276095",37.09,23234
"33812","ENSG00000295718",48.52,4327
"33813","ENSG00000137509",39.33,147648
"33814","ENSG00000287754",36.91,14855
"33815","ENSG00000228467",41.13,47909
"33816","ENSG00000295780",38.8,10224
"33817","ENSG00000212864",71.82,1993
"33818","ENSG00000295844",44.21,107515
"33819","ENSG00000196344",37.02,23249
"33820","ENSG00000165684",58.99,24609
"33821","ENSG00000164088",58.31,4840
"33822","ENSG00000299619",50.45,1121
"33823","ENSG00000295855",44.72,8123
"33824","ENSG00000299733",42.82,16381
"33825","ENSG00000295866",43.76,2645
"33826","ENSG00000299757",50.58,2239
"33827","ENSG00000231290",48.32,107701
"33828","ENSG00000236054",46.69,4083
"33829","ENSG00000276959",54.86,4069
"33830","ENSG00000104343",39.29,98813
"33831","ENSG00000299801",57.58,2156
"33832","ENSG00000299803",48.44,12666
"33833","ENSG00000159840",57.96,9816
"33834","ENSG00000237476",55.21,7789
"33835","ENSG00000230107",52.45,13138
"33836","ENSG00000235863",55.75,7709
"33837","ENSG00000273722",56.05,13099
"33838","ENSG00000227057",51.96,10139
"33839","ENSG00000206964",43.24,110
"33840","ENSG00000279485",55.19,1376
"33841","ENSG00000299904",56.49,1109
"33842","ENSG00000228305",54.13,653
"33843","ENSG00000299949",40.67,81473
"33844","ENSG00000234488",47.54,405
"33845","ENSG00000228872",47.43,777
"33846","ENSG00000289489",49.97,3027
"33847","ENSG00000014641",38.05,18588
"33848","ENSG00000300120",39.62,11167
"33849","ENSG00000290696",56.52,17663
"33850","ENSG00000283329",42.63,25867
"33851","ENSG00000207581",52.73,109
"33852","ENSG00000264823",67.86,83
"33853","ENSG00000119508",42.99,45036
"33854","ENSG00000300169",55.83,3307
"33855","ENSG00000300226",47.44,1936
"33856","ENSG00000290425",56.14,45248
"33857","ENSG00000283135",50.15,328
"33858","ENSG00000283134",54.22,1054
"33859","ENSG00000283315",37.68,11273
"33860","ENSG00000283129",48.42,94
"33861","ENSG00000105464",52.92,51263
"33862","ENSG00000283687",41.9,104
"33863","ENSG00000283641",46.14,413
"33864","ENSG00000283192",63.47,1959
"33865","ENSG00000279889",49.3,498
"33866","ENSG00000283260",42.14,6776
"33867","ENSG00000125166",44.15,27211
"33868","ENSG00000286574",36.66,6442
"33869","ENSG00000283168",47.83,390
"33870","ENSG00000284804",37.23,11391
"33871","ENSG00000283254",53.3,181
"33872","ENSG00000283323",35.96,88
"33873","ENSG00000177752",36.7,56468
"33874","ENSG00000283671",38.75,79
"33875","ENSG00000283482",42.42,131
"33876","ENSG00000283643",43.49,66403
"33877","ENSG00000283395",49.38,319
"33878","ENSG00000283357",44.33,290
"33879","ENSG00000261102",49.25,265
"33880","ENSG00000281402",49.66,148
"33881","ENSG00000283169",52.73,822
"33882","ENSG00000283305",46.78,946
"33883","ENSG00000243404",45.51,322
"33884","ENSG00000136874",36.39,67880
"33885","ENSG00000105523",56.53,15115
"33886","ENSG00000283510",40.81,92582
"33887","ENSG00000261351",45.05,3451
"33888","ENSG00000174446",44.44,7645
"33889","ENSG00000056291",36.76,116403
"33890","ENSG00000199150",50,83
"33891","ENSG00000287889",41.76,44975
"33892","ENSG00000168237",56.8,8168
"33893","ENSG00000006638",55.81,12368
"33894","ENSG00000252988",31.43,104
"33895","ENSG00000284517",52.38,62
"33896","ENSG00000214484",49.66,873
"33897","ENSG00000287430",51.38,3582
"33898","ENSG00000204220",54.13,9099
"33899","ENSG00000295973",44.97,15212
"33900","ENSG00000230002",37.18,2718
"33901","ENSG00000295990",39.59,724
"33902","ENSG00000284902",31.74,1505
"33903","ENSG00000295999",43.43,3570
"33904","ENSG00000144035",52.06,1699
"33905","ENSG00000296006",50.91,659
"33906","ENSG00000229005",46.27,35950
"33907","ENSG00000105298",61.59,16170
"33908","ENSG00000226812",47.5,17234
"33909","ENSG00000281188",35.88,470
"33910","ENSG00000144034",40.52,8296
"33911","ENSG00000275118",55.04,16560
"33912","ENSG00000281562",40.84,1326
"33913","ENSG00000281334",47.52,27808
"33914","ENSG00000225377",51.6,31630
"33915","ENSG00000300291",53.57,19539
"33916","ENSG00000197386",45.83,202594
"33917","ENSG00000300440",49.54,4424
"33918","ENSG00000283447",40.76,44692
"33919","ENSG00000300451",58.21,949
"33920","ENSG00000300548",54.66,7312
"33921","ENSG00000266589",53.25,76
"33922","ENSG00000300623",69.47,284
"33923","ENSG00000174444",42.06,26517
"33924","ENSG00000282953",48.33,81902
"33925","ENSG00000300724",46.89,6770
"33926","ENSG00000300754",54.72,19975
"33927","ENSG00000296281",41.78,66449
