"gene_id","control_mean"
"ENSG00000038295","ENSG00000038295",78.9666666666667
"ENSG00000038358","ENSG00000038358",1197.63333333333
"ENSG00000038382","ENSG00000038382",4009.46666666667
"ENSG00000038427","ENSG00000038427",7238.93333333333
"ENSG00000038532","ENSG00000038532",1582.06666666667
"ENSG00000038945","ENSG00000038945",122.933333333333
"ENSG00000039068","ENSG00000039068",107.233333333333
"ENSG00000039123","ENSG00000039123",1096.06666666667
"ENSG00000039139","ENSG00000039139",173.966666666667
"ENSG00000039319","ENSG00000039319",3274.03333333333
"ENSG00000039523","ENSG00000039523",1669.4
"ENSG00000039537","ENSG00000039537",12.9333333333333
"ENSG00000039560","ENSG00000039560",391.5
"ENSG00000039600","ENSG00000039600",4.1
"ENSG00000039650","ENSG00000039650",302.433333333333
"ENSG00000039987","ENSG00000039987",3.16666666666667
"ENSG00000040199","ENSG00000040199",1319.43333333333
"ENSG00000040275","ENSG00000040275",235.066666666667
"ENSG00000040341","ENSG00000040341",1702.4
"ENSG00000040487","ENSG00000040487",201.833333333333
"ENSG00000040531","ENSG00000040531",366.5
"ENSG00000040608","ENSG00000040608",319.933333333333
"ENSG00000040633","ENSG00000040633",317.866666666667
"ENSG00000040731","ENSG00000040731",755.2
"ENSG00000040933","ENSG00000040933",2134.66666666667
"ENSG00000041353","ENSG00000041353",533.833333333333
"ENSG00000041357","ENSG00000041357",461.566666666667
"ENSG00000041515","ENSG00000041515",329.1
"ENSG00000041802","ENSG00000041802",493.7
"ENSG00000041880","ENSG00000041880",259.833333333333
"ENSG00000041982","ENSG00000041982",1074.2
"ENSG00000041988","ENSG00000041988",189.1
"ENSG00000042062","ENSG00000042062",116.2
"ENSG00000042088","ENSG00000042088",187.266666666667
"ENSG00000042286","ENSG00000042286",178.6
"ENSG00000042304","ENSG00000042304",3.56666666666667
"ENSG00000042317","ENSG00000042317",371.266666666667
"ENSG00000042429","ENSG00000042429",505.566666666667
"ENSG00000042445","ENSG00000042445",641.966666666667
"ENSG00000042493","ENSG00000042493",202.433333333333
"ENSG00000042753","ENSG00000042753",342.966666666667
"ENSG00000042781","ENSG00000042781",62.9333333333333
"ENSG00000042813","ENSG00000042813",1.2
"ENSG00000042832","ENSG00000042832",24.4666666666667
"ENSG00000042980","ENSG00000042980",218.833333333333
"ENSG00000043039","ENSG00000043039",12.1
"ENSG00000043093","ENSG00000043093",1141.8
"ENSG00000043143","ENSG00000043143",1904.9
"ENSG00000043355","ENSG00000043355",347.866666666667
"ENSG00000043462","ENSG00000043462",178.366666666667
"ENSG00000043514","ENSG00000043514",274.4
"ENSG00000043591","ENSG00000043591",298.3
"ENSG00000044012","ENSG00000044012",0
"ENSG00000044090","ENSG00000044090",483.266666666667
"ENSG00000044115","ENSG00000044115",3906.6
"ENSG00000044446","ENSG00000044446",562.866666666667
"ENSG00000044459","ENSG00000044459",203.1
"ENSG00000044524","ENSG00000044524",167.266666666667
"ENSG00000044574","ENSG00000044574",2864.1
"ENSG00000046604","ENSG00000046604",24.4666666666667
"ENSG00000046647","ENSG00000046647",201.733333333333
"ENSG00000046651","ENSG00000046651",534.333333333333
"ENSG00000046653","ENSG00000046653",19652.1666666667
"ENSG00000046774","ENSG00000046774",0
"ENSG00000046889","ENSG00000046889",2962.63333333333
"ENSG00000047056","ENSG00000047056",1230.8
"ENSG00000047188","ENSG00000047188",1026.83333333333
"ENSG00000047230","ENSG00000047230",274.1
"ENSG00000047249","ENSG00000047249",1259
"ENSG00000047315","ENSG00000047315",1267.36666666667
"ENSG00000047346","ENSG00000047346",977
"ENSG00000047365","ENSG00000047365",5461.23333333333
"ENSG00000047410","ENSG00000047410",2161.63333333333
"ENSG00000047457","ENSG00000047457",1065.63333333333
"ENSG00000047578","ENSG00000047578",857.066666666667
"ENSG00000047579","ENSG00000047579",210.766666666667
"ENSG00000047597","ENSG00000047597",277.033333333333
"ENSG00000047617","ENSG00000047617",142.066666666667
"ENSG00000047621","ENSG00000047621",440.133333333333
"ENSG00000047634","ENSG00000047634",226.7
"ENSG00000047644","ENSG00000047644",1115.6
"ENSG00000047648","ENSG00000047648",184.6
"ENSG00000047662","ENSG00000047662",95.7666666666667
"ENSG00000047849","ENSG00000047849",14992.2
"ENSG00000047932","ENSG00000047932",800.2
"ENSG00000047936","ENSG00000047936",161.5
"ENSG00000048028","ENSG00000048028",478.066666666667
"ENSG00000048052","ENSG00000048052",1028.33333333333
"ENSG00000048140","ENSG00000048140",414.833333333333
"ENSG00000048162","ENSG00000048162",101.566666666667
"ENSG00000048342","ENSG00000048342",680.233333333333
"ENSG00000048392","ENSG00000048392",642.4
"ENSG00000048405","ENSG00000048405",811.966666666667
"ENSG00000048462","ENSG00000048462",3.8
"ENSG00000048471","ENSG00000048471",1228.86666666667
"ENSG00000048540","ENSG00000048540",2841.53333333333
"ENSG00000048544","ENSG00000048544",416.633333333333
"ENSG00000048545","ENSG00000048545",8.23333333333333
"ENSG00000048649","ENSG00000048649",2138.5
"ENSG00000048707","ENSG00000048707",6610.03333333333
"ENSG00000048740","ENSG00000048740",4877.93333333333
"ENSG00000048828","ENSG00000048828",2322.16666666667
"ENSG00000048991","ENSG00000048991",3263.33333333333
"ENSG00000049089","ENSG00000049089",891.1
"ENSG00000049130","ENSG00000049130",572.366666666667
"ENSG00000049167","ENSG00000049167",294.5
"ENSG00000049192","ENSG00000049192",78.0666666666667
"ENSG00000049239","ENSG00000049239",1336.96666666667
"ENSG00000049245","ENSG00000049245",1941.83333333333
"ENSG00000049246","ENSG00000049246",1782.2
"ENSG00000049247","ENSG00000049247",0.133333333333333
"ENSG00000049249","ENSG00000049249",1.5
"ENSG00000049283","ENSG00000049283",46.9
"ENSG00000049323","ENSG00000049323",646.566666666667
"ENSG00000049449","ENSG00000049449",261.4
"ENSG00000049540","ENSG00000049540",307.066666666667
"ENSG00000049541","ENSG00000049541",131.033333333333
"ENSG00000049618","ENSG00000049618",4580.03333333333
"ENSG00000049656","ENSG00000049656",536.5
"ENSG00000049759","ENSG00000049759",2570.6
"ENSG00000049768","ENSG00000049768",17.6333333333333
"ENSG00000049769","ENSG00000049769",592.566666666667
"ENSG00000049860","ENSG00000049860",371.533333333333
"ENSG00000049883","ENSG00000049883",616.933333333333
"ENSG00000050030","ENSG00000050030",821.6
"ENSG00000050130","ENSG00000050130",587.666666666667
"ENSG00000050165","ENSG00000050165",9303.8
"ENSG00000050327","ENSG00000050327",65.4666666666667
"ENSG00000050344","ENSG00000050344",438.5
"ENSG00000050393","ENSG00000050393",840.833333333333
"ENSG00000050405","ENSG00000050405",652.233333333333
"ENSG00000050426","ENSG00000050426",593.666666666667
"ENSG00000050438","ENSG00000050438",3175.76666666667
"ENSG00000050555","ENSG00000050555",200.366666666667
"ENSG00000050628","ENSG00000050628",62.5
"ENSG00000050730","ENSG00000050730",10
"ENSG00000050748","ENSG00000050748",2219.13333333333
"ENSG00000050767","ENSG00000050767",48.4
"ENSG00000050820","ENSG00000050820",2041.5
"ENSG00000051009","ENSG00000051009",646.4
"ENSG00000051108","ENSG00000051108",746.1
"ENSG00000051128","ENSG00000051128",367.433333333333
"ENSG00000051180","ENSG00000051180",11.5
"ENSG00000051341","ENSG00000051341",52.1333333333333
"ENSG00000051382","ENSG00000051382",1057.46666666667
"ENSG00000051523","ENSG00000051523",144.966666666667
"ENSG00000051596","ENSG00000051596",159.2
"ENSG00000051620","ENSG00000051620",339.2
"ENSG00000051825","ENSG00000051825",1070.23333333333
"ENSG00000052126","ENSG00000052126",1326.7
"ENSG00000052344","ENSG00000052344",10.0333333333333
"ENSG00000052723","ENSG00000052723",590.833333333333
"ENSG00000052749","ENSG00000052749",566.733333333333
"ENSG00000052795","ENSG00000052795",1747.93333333333
"ENSG00000052802","ENSG00000052802",1182.26666666667
"ENSG00000052841","ENSG00000052841",1336.46666666667
"ENSG00000052850","ENSG00000052850",41.7666666666667
"ENSG00000053108","ENSG00000053108",532.266666666667
"ENSG00000053254","ENSG00000053254",1659.53333333333
"ENSG00000053328","ENSG00000053328",24.2
"ENSG00000053371","ENSG00000053371",495.933333333333
"ENSG00000053372","ENSG00000053372",315.033333333333
"ENSG00000053438","ENSG00000053438",463.133333333333
"ENSG00000053501","ENSG00000053501",156.766666666667
"ENSG00000053524","ENSG00000053524",2396
"ENSG00000053702","ENSG00000053702",326.9
"ENSG00000053747","ENSG00000053747",307.533333333333
"ENSG00000053770","ENSG00000053770",1868.26666666667
"ENSG00000053900","ENSG00000053900",376
"ENSG00000053918","ENSG00000053918",41.9666666666667
"ENSG00000054116","ENSG00000054116",384.733333333333
"ENSG00000054118","ENSG00000054118",2024.16666666667
"ENSG00000054148","ENSG00000054148",523.633333333333
"ENSG00000054179","ENSG00000054179",243.2
"ENSG00000054219","ENSG00000054219",100.2
"ENSG00000054267","ENSG00000054267",1408.13333333333
"ENSG00000054277","ENSG00000054277",260.7
"ENSG00000054282","ENSG00000054282",589.466666666667
"ENSG00000054356","ENSG00000054356",3224.76666666667
"ENSG00000054392","ENSG00000054392",114.8
"ENSG00000054523","ENSG00000054523",19125.9333333333
"ENSG00000054598","ENSG00000054598",207.8
"ENSG00000054611","ENSG00000054611",533.166666666667
"ENSG00000054654","ENSG00000054654",1794.4
"ENSG00000054690","ENSG00000054690",12584.6666666667
"ENSG00000054793","ENSG00000054793",10283.4
"ENSG00000054796","ENSG00000054796",0.133333333333333
"ENSG00000054803","ENSG00000054803",228.433333333333
"ENSG00000054938","ENSG00000054938",4.93333333333333
"ENSG00000054965","ENSG00000054965",5304.2
"ENSG00000054967","ENSG00000054967",377.4
"ENSG00000054983","ENSG00000054983",908.266666666667
"ENSG00000055044","ENSG00000055044",316.8
"ENSG00000055070","ENSG00000055070",866.433333333333
"ENSG00000055118","ENSG00000055118",342.866666666667
"ENSG00000055130","ENSG00000055130",1029.83333333333
"ENSG00000055147","ENSG00000055147",216.433333333333
"ENSG00000055163","ENSG00000055163",6697.06666666667
"ENSG00000055208","ENSG00000055208",2315.53333333333
"ENSG00000055211","ENSG00000055211",481.033333333333
"ENSG00000055332","ENSG00000055332",2420.63333333333
"ENSG00000055483","ENSG00000055483",1167.23333333333
"ENSG00000055609","ENSG00000055609",9169.9
"ENSG00000055732","ENSG00000055732",14.5
"ENSG00000055813","ENSG00000055813",516.7
"ENSG00000055917","ENSG00000055917",3489.5
"ENSG00000055950","ENSG00000055950",380.433333333333
"ENSG00000055955","ENSG00000055955",86
"ENSG00000055957","ENSG00000055957",2.46666666666667
"ENSG00000056050","ENSG00000056050",151.866666666667
"ENSG00000056097","ENSG00000056097",2901.06666666667
"ENSG00000056277","ENSG00000056277",169.1
"ENSG00000056291","ENSG00000056291",13.4333333333333
"ENSG00000056487","ENSG00000056487",151.2
"ENSG00000056558","ENSG00000056558",474.666666666667
"ENSG00000056586","ENSG00000056586",2305.2
"ENSG00000056736","ENSG00000056736",426.033333333333
"ENSG00000056972","ENSG00000056972",553.566666666667
"ENSG00000056998","ENSG00000056998",327.133333333333
"ENSG00000057019","ENSG00000057019",526.6
"ENSG00000057149","ENSG00000057149",0
"ENSG00000057252","ENSG00000057252",481.8
"ENSG00000057294","ENSG00000057294",108.766666666667
"ENSG00000057468","ENSG00000057468",27.5666666666667
"ENSG00000057593","ENSG00000057593",18.0666666666667
"ENSG00000057608","ENSG00000057608",1753.56666666667
"ENSG00000057657","ENSG00000057657",116.2
"ENSG00000057663","ENSG00000057663",376
"ENSG00000057704","ENSG00000057704",1569.03333333333
"ENSG00000057757","ENSG00000057757",1228.23333333333
"ENSG00000057935","ENSG00000057935",1642.93333333333
"ENSG00000058056","ENSG00000058056",550.466666666667
"ENSG00000058063","ENSG00000058063",1009.9
"ENSG00000058085","ENSG00000058085",12.2
"ENSG00000058091","ENSG00000058091",1554.1
"ENSG00000058262","ENSG00000058262",1337.76666666667
"ENSG00000058272","ENSG00000058272",2071.66666666667
"ENSG00000058335","ENSG00000058335",2755.3
"ENSG00000058404","ENSG00000058404",3330.26666666667
"ENSG00000058453","ENSG00000058453",527.7
"ENSG00000058600","ENSG00000058600",606.033333333333
"ENSG00000058668","ENSG00000058668",5254.23333333333
"ENSG00000058673","ENSG00000058673",2474.26666666667
"ENSG00000058729","ENSG00000058729",155.033333333333
"ENSG00000058799","ENSG00000058799",257.6
"ENSG00000058804","ENSG00000058804",249.3
"ENSG00000058866","ENSG00000058866",1550.03333333333
"ENSG00000059122","ENSG00000059122",1149.66666666667
"ENSG00000059145","ENSG00000059145",529.566666666667
"ENSG00000059377","ENSG00000059377",151.3
"ENSG00000059378","ENSG00000059378",173.733333333333
"ENSG00000059573","ENSG00000059573",417.533333333333
"ENSG00000059588","ENSG00000059588",1350.83333333333
"ENSG00000059691","ENSG00000059691",514.7
"ENSG00000059728","ENSG00000059728",809.833333333333
"ENSG00000059758","ENSG00000059758",1687.23333333333
"ENSG00000059769","ENSG00000059769",64.7
"ENSG00000059804","ENSG00000059804",1881.26666666667
"ENSG00000059915","ENSG00000059915",3229.43333333333
"ENSG00000060069","ENSG00000060069",322.966666666667
"ENSG00000060138","ENSG00000060138",781.933333333333
"ENSG00000060140","ENSG00000060140",54.5333333333333
"ENSG00000060237","ENSG00000060237",21229.2333333333
"ENSG00000060303","ENSG00000060303",0
"ENSG00000060339","ENSG00000060339",733.8
"ENSG00000060491","ENSG00000060491",951.166666666667
"ENSG00000060558","ENSG00000060558",68.7333333333333
"ENSG00000060566","ENSG00000060566",5
"ENSG00000060642","ENSG00000060642",244.966666666667
"ENSG00000060656","ENSG00000060656",873.166666666667
"ENSG00000060688","ENSG00000060688",343.6
"ENSG00000060709","ENSG00000060709",1360.53333333333
"ENSG00000060718","ENSG00000060718",368.3
"ENSG00000060749","ENSG00000060749",2135.13333333333
"ENSG00000060762","ENSG00000060762",683.166666666667
"ENSG00000060971","ENSG00000060971",515.133333333333
"ENSG00000060982","ENSG00000060982",937.6
"ENSG00000061273","ENSG00000061273",981.366666666667
"ENSG00000061337","ENSG00000061337",887.333333333333
"ENSG00000061455","ENSG00000061455",55.5333333333333
"ENSG00000061492","ENSG00000061492",11.5666666666667
"ENSG00000061656","ENSG00000061656",42.9666666666667
"ENSG00000061676","ENSG00000061676",5297.26666666667
"ENSG00000061794","ENSG00000061794",475.5
"ENSG00000061918","ENSG00000061918",1341.2
"ENSG00000061936","ENSG00000061936",1731
"ENSG00000061938","ENSG00000061938",4214.6
"ENSG00000061987","ENSG00000061987",3562.8
"ENSG00000062038","ENSG00000062038",70.9333333333333
"ENSG00000062096","ENSG00000062096",19.1
"ENSG00000062194","ENSG00000062194",1844.43333333333
"ENSG00000062282","ENSG00000062282",101.033333333333
"ENSG00000062370","ENSG00000062370",272.133333333333
"ENSG00000062485","ENSG00000062485",2153.13333333333
"ENSG00000062524","ENSG00000062524",26.7333333333333
"ENSG00000062582","ENSG00000062582",238.8
"ENSG00000062598","ENSG00000062598",1706.83333333333
"ENSG00000062650","ENSG00000062650",1035.16666666667
"ENSG00000062716","ENSG00000062716",1410.43333333333
"ENSG00000062725","ENSG00000062725",1895.76666666667
"ENSG00000062822","ENSG00000062822",156.566666666667
"ENSG00000063015","ENSG00000063015",635.666666666667
"ENSG00000063046","ENSG00000063046",4320.56666666667
"ENSG00000063127","ENSG00000063127",22.4333333333333
"ENSG00000063169","ENSG00000063169",527.233333333333
"ENSG00000063176","ENSG00000063176",773.5
"ENSG00000063177","ENSG00000063177",1852.36666666667
"ENSG00000063180","ENSG00000063180",2157.16666666667
"ENSG00000063241","ENSG00000063241",251.933333333333
"ENSG00000063244","ENSG00000063244",1237.73333333333
"ENSG00000063245","ENSG00000063245",1621.53333333333
"ENSG00000063322","ENSG00000063322",1551.2
"ENSG00000063438","ENSG00000063438",27.8
"ENSG00000063515","ENSG00000063515",0.333333333333333
"ENSG00000063587","ENSG00000063587",1059.03333333333
"ENSG00000063601","ENSG00000063601",594.1
"ENSG00000063660","ENSG00000063660",2158.43333333333
"ENSG00000063761","ENSG00000063761",268.666666666667
"ENSG00000063854","ENSG00000063854",661.033333333333
"ENSG00000063978","ENSG00000063978",813.4
"ENSG00000064012","ENSG00000064012",72.6
"ENSG00000064042","ENSG00000064042",5475.86666666667
"ENSG00000064102","ENSG00000064102",202
"ENSG00000064115","ENSG00000064115",717.5
"ENSG00000064195","ENSG00000064195",1.53333333333333
"ENSG00000064199","ENSG00000064199",58.4333333333333
"ENSG00000064201","ENSG00000064201",36.8
"ENSG00000064205","ENSG00000064205",68.6333333333333
"ENSG00000064218","ENSG00000064218",8.43333333333333
"ENSG00000064225","ENSG00000064225",221.733333333333
"ENSG00000064270","ENSG00000064270",115.833333333333
"ENSG00000064300","ENSG00000064300",243.5
"ENSG00000064309","ENSG00000064309",379.8
"ENSG00000064313","ENSG00000064313",595.6
"ENSG00000064393","ENSG00000064393",42199.2666666667
"ENSG00000064419","ENSG00000064419",956.9
"ENSG00000064489","ENSG00000064489",46.9666666666667
"ENSG00000064490","ENSG00000064490",172.333333333333
"ENSG00000064545","ENSG00000064545",191.6
"ENSG00000064547","ENSG00000064547",61.6
"ENSG00000064601","ENSG00000064601",1136.13333333333
"ENSG00000064607","ENSG00000064607",4509.36666666667
"ENSG00000064651","ENSG00000064651",3085.53333333333
"ENSG00000064652","ENSG00000064652",313.966666666667
"ENSG00000064655","ENSG00000064655",127.566666666667
"ENSG00000064666","ENSG00000064666",144.3
"ENSG00000064687","ENSG00000064687",444.5
"ENSG00000064692","ENSG00000064692",171.6
"ENSG00000064703","ENSG00000064703",203.933333333333
"ENSG00000064726","ENSG00000064726",1592.36666666667
"ENSG00000064763","ENSG00000064763",469.266666666667
"ENSG00000064787","ENSG00000064787",7706.46666666667
"ENSG00000064835","ENSG00000064835",1.43333333333333
"ENSG00000064886","ENSG00000064886",135.933333333333
"ENSG00000064932","ENSG00000064932",652.466666666667
"ENSG00000064933","ENSG00000064933",380.533333333333
"ENSG00000064961","ENSG00000064961",299.766666666667
"ENSG00000064989","ENSG00000064989",292.533333333333
"ENSG00000064995","ENSG00000064995",222.766666666667
"ENSG00000064999","ENSG00000064999",1237.43333333333
"ENSG00000065000","ENSG00000065000",2822.33333333333
"ENSG00000065029","ENSG00000065029",584.433333333333
"ENSG00000065054","ENSG00000065054",704.833333333333
"ENSG00000065057","ENSG00000065057",89.4666666666667
"ENSG00000065060","ENSG00000065060",859.466666666667
"ENSG00000065135","ENSG00000065135",655.733333333333
"ENSG00000065150","ENSG00000065150",2914.26666666667
