"","row","gene_id","percent_GC","length"
"11779",11779,"ENSG00000235416",40.03,756
"84084",84084,"ENSG00000235419",41.29,68968
"48578",48578,"ENSG00000235420",55.01,468
"69347",69347,"ENSG00000235421",39.66,29115
"11821",11821,"ENSG00000235422",40.56,1239
"76987",76987,"ENSG00000235424",44.1,287
"6347",6347,"ENSG00000235425",40.56,497
"21057",21057,"ENSG00000235426",54.41,26946
"20789",20789,"ENSG00000235427",41.52,9251
"47627",47627,"ENSG00000235429",42.72,404
"71160",71160,"ENSG00000235430",53.84,2709
"4315",4315,"ENSG00000235431",34.7,116121
"48769",48769,"ENSG00000235432",51.88,1279
"59778",59778,"ENSG00000235433",39.58,671
"84906",84906,"ENSG00000235434",49.91,5148
"69718",69718,"ENSG00000235435",36.82,37570
"49323",49323,"ENSG00000235436",39.39,4624
"45385",45385,"ENSG00000235437",38.34,338102
"11455",11455,"ENSG00000235438",64.49,1548
"55046",55046,"ENSG00000235440",51.83,819
"69377",69377,"ENSG00000235444",51.94,617
"3526",3526,"ENSG00000235445",53.98,414
"85299",85299,"ENSG00000235446",37.23,33676
"5287",5287,"ENSG00000235447",34.27,1061
"53475",53475,"ENSG00000235448",35.27,182948
"69860",69860,"ENSG00000235449",47.37,189
"694",694,"ENSG00000235451",40.64,5525
"60325",60325,"ENSG00000235453",42.17,17477
"10243",10243,"ENSG00000235454",38.84,1106
"40907",40907,"ENSG00000235455",50.92,2171
"61256",61256,"ENSG00000235459",52.01,347
"45857",45857,"ENSG00000235461",37.13,15955
"810",810,"ENSG00000235462",35.21,8283
"11604",11604,"ENSG00000235463",41.7,222
"5505",5505,"ENSG00000235464",44.29,14242
"24418",24418,"ENSG00000235467",48.26,633
"3912",3912,"ENSG00000235469",41.26,474
"54587",54587,"ENSG00000235470",50.61,40711
"5622",5622,"ENSG00000235472",47.79,1219
"35488",35488,"ENSG00000235478",50.74,12594
"535",535,"ENSG00000235479",38.42,608
"82613",82613,"ENSG00000235480",56,4394
"50027",50027,"ENSG00000235481",43.33,85866
"73009",73009,"ENSG00000235482",46.4,790
"23293",23293,"ENSG00000235483",41.53,1020
"1737",1737,"ENSG00000235485",55.2,2193
"84064",84064,"ENSG00000235486",39.58,8523
"4707",4707,"ENSG00000235488",70.73,819
"6774",6774,"ENSG00000235489",36.1,1891
"84504",84504,"ENSG00000235492",34.67,60602
"78117",78117,"ENSG00000235493",37.63,142893
"60041",60041,"ENSG00000235494",38.03,12457
"83147",83147,"ENSG00000235495",39.05,118829
"83367",83367,"ENSG00000235497",44.3,6573
"49946",49946,"ENSG00000235499",69.31,1211
"9261",9261,"ENSG00000235500",50.76,2970
"83447",83447,"ENSG00000235501",41.16,141164
"46033",46033,"ENSG00000235503",35.96,7112
"67225",67225,"ENSG00000235505",38.31,6462
"2244",2244,"ENSG00000235508",60.56,884
"31756",31756,"ENSG00000235510",63.44,226
"677",677,"ENSG00000235511",37.07,26722
"18123",18123,"ENSG00000235512",43.41,386
"30425",30425,"ENSG00000235513",52.39,20908
"1219",1219,"ENSG00000235514",39.9,395
"54894",54894,"ENSG00000235518",41.45,1801
"81004",81004,"ENSG00000235519",38.64,6114
"502",502,"ENSG00000235521",33.59,1169
"17165",17165,"ENSG00000235522",42.17,10643
"4272",4272,"ENSG00000235523",44.87,447
"17416",17416,"ENSG00000235524",39.97,1525
"6238",6238,"ENSG00000235525",52,826
"19304",19304,"ENSG00000235526",43.36,1076
"83099",83099,"ENSG00000235527",43.58,17651
"82653",82653,"ENSG00000235529",51.75,2032
"72582",72582,"ENSG00000235530",50.11,24163
"51114",51114,"ENSG00000235531",37.87,290226
"13998",13998,"ENSG00000235532",37.34,324114
"44828",44828,"ENSG00000235533",39.13,4144
"5171",5171,"ENSG00000235534",45.96,1213
"65153",65153,"ENSG00000235535",35.35,122088
"81450",81450,"ENSG00000235537",37.74,29732
"66029",66029,"ENSG00000235538",43.24,138240
"6841",6841,"ENSG00000235539",36.42,916
"1915",1915,"ENSG00000235544",45.03,472
"85057",85057,"ENSG00000235545",40.77,59872
"77236",77236,"ENSG00000235546",58.64,1341
"32374",32374,"ENSG00000235547",53.98,464
"27924",27924,"ENSG00000235548",45.56,833
"42401",42401,"ENSG00000235549",44.85,650
"1643",1643,"ENSG00000235550",33.5,13472
"24234",24234,"ENSG00000235552",46.71,866
"6954",6954,"ENSG00000235554",51.45,1033
"12261",12261,"ENSG00000235555",41.39,301
"69971",69971,"ENSG00000235558",40.55,38882
"4071",4071,"ENSG00000235559",46.77,371
"61571",61571,"ENSG00000235560",49.64,20055
"84816",84816,"ENSG00000235563",56.63,4048
"1246",1246,"ENSG00000235564",45.97,8178
"20011",20011,"ENSG00000235568",54.9,51996
"70322",70322,"ENSG00000235570",41.2,62761
"84260",84260,"ENSG00000235571",53.83,573
"55637",55637,"ENSG00000235572",54.21,1626
"25149",25149,"ENSG00000235573",43.16,379
"5821",5821,"ENSG00000235574",61.16,1083
"82173",82173,"ENSG00000235575",34.02,11814
"83767",83767,"ENSG00000235576",41.54,29287
"51192",51192,"ENSG00000235579",42.13,196
"57328",57328,"ENSG00000235581",61.9,209
"46686",46686,"ENSG00000235582",47.03,471
"1040",1040,"ENSG00000235583",37.25,15485
"82480",82480,"ENSG00000235584",47.89,27726
"10879",10879,"ENSG00000235586",49.05,580
"2808",2808,"ENSG00000235587",53.68,1005
"32861",32861,"ENSG00000235590",50.63,36403
"2501",2501,"ENSG00000235592",47.85,1930
"5801",5801,"ENSG00000235593",35.58,7345
"2417",2417,"ENSG00000235594",39.41,1359
"82350",82350,"ENSG00000235595",47.03,992
"81543",81543,"ENSG00000235597",38.86,102617
"7373",7373,"ENSG00000235598",40.57,561
"51926",51926,"ENSG00000235601",46.94,37330
"58484",58484,"ENSG00000235602",59.83,1077
"26014",26014,"ENSG00000235605",62.33,437
"38651",38651,"ENSG00000235606",44.13,527
"28468",28468,"ENSG00000235608",69.24,3510
"82228",82228,"ENSG00000235610",37.85,39218
"84929",84929,"ENSG00000235612",38.39,9522
"78594",78594,"ENSG00000235613",41.35,1692
"21817",21817,"ENSG00000235615",38.08,15142
"25241",25241,"ENSG00000235616",45.18,1108
"3530",3530,"ENSG00000235617",49.46,276
"40930",40930,"ENSG00000235618",43.19,15855
"37444",37444,"ENSG00000235619",43.87,309
"44693",44693,"ENSG00000235620",41.78,832
"34660",34660,"ENSG00000235621",47.98,10752
"34750",34750,"ENSG00000235623",51.57,573
"1672",1672,"ENSG00000235625",43.62,1794
"4745",4745,"ENSG00000235626",55,1268
"43655",43655,"ENSG00000235627",40.08,241
"81724",81724,"ENSG00000235628",42.75,18043
"79802",79802,"ENSG00000235629",43.09,3311
"61261",61261,"ENSG00000235631",41.35,1254
"63419",63419,"ENSG00000235635",39.74,5875
"47281",47281,"ENSG00000235636",53.97,881
"3563",3563,"ENSG00000235637",39.07,2584
"36724",36724,"ENSG00000235638",41.95,521
"10490",10490,"ENSG00000235639",43.4,1158
"19539",19539,"ENSG00000235640",42.29,2094
"59019",59019,"ENSG00000235641",44.39,65240
"44295",44295,"ENSG00000235642",37.36,454
"75475",75475,"ENSG00000235643",52.09,3890
"69102",69102,"ENSG00000235644",53.52,638
"51975",51975,"ENSG00000235645",50.63,7645
"70266",70266,"ENSG00000235646",38.73,820
"2035",2035,"ENSG00000235647",36.85,1166
"445",445,"ENSG00000235649",41.06,30178
"78321",78321,"ENSG00000235651",47.42,1397
"67644",67644,"ENSG00000235652",36.86,112084
"68572",68572,"ENSG00000235653",46.34,888
"41800",41800,"ENSG00000235655",51.58,410
"6127",6127,"ENSG00000235656",53.46,317
"50008",50008,"ENSG00000235659",50.57,7733
"15679",15679,"ENSG00000235660",39.8,117809
"75076",75076,"ENSG00000235661",40.4,116999
"62642",62642,"ENSG00000235663",50.2,1278
"50220",50220,"ENSG00000235669",41.36,9430
"63373",63373,"ENSG00000235670",45.96,482
"66415",66415,"ENSG00000235672",47.87,586
"80704",80704,"ENSG00000235673",55.57,690
"75244",75244,"ENSG00000235674",45.08,984
"5912",5912,"ENSG00000235677",39.57,737
"16796",16796,"ENSG00000235678",43.19,895
"15363",15363,"ENSG00000235679",46.64,222
"40852",40852,"ENSG00000235681",42.66,217
"26003",26003,"ENSG00000235683",56.23,2060
"3317",3317,"ENSG00000235685",41.04,613
"37703",37703,"ENSG00000235686",47.41,134
"40895",40895,"ENSG00000235687",41.11,67683
"81530",81530,"ENSG00000235688",51.51,4649
"36257",36257,"ENSG00000235689",58.34,1953
"59893",59893,"ENSG00000235690",38.2,21596
"43429",43429,"ENSG00000235695",57.93,308
"1897",1897,"ENSG00000235698",46.33,1199
"7489",7489,"ENSG00000235699",49.77,640
"60452",60452,"ENSG00000235700",44.84,309
"2356",2356,"ENSG00000235701",49.54,976
"46737",46737,"ENSG00000235703",41.92,285967
"48265",48265,"ENSG00000235705",50.36,138
"51225",51225,"ENSG00000235706",43.06,23830
"3971",3971,"ENSG00000235707",48.28,1103
"75925",75925,"ENSG00000235710",51.27,3529
"48606",48606,"ENSG00000235711",42.8,15517
"70112",70112,"ENSG00000235713",58.72,653
"18621",18621,"ENSG00000235716",51.92,1278
"15445",15445,"ENSG00000235717",32.23,1758
"55883",55883,"ENSG00000235718",61.17,7763
"46984",46984,"ENSG00000235720",41.59,1355
"35150",35150,"ENSG00000235721",48.21,3108
"82389",82389,"ENSG00000235724",37.75,85607
"11648",11648,"ENSG00000235725",42.48,50611
"82938",82938,"ENSG00000235726",44.28,120272
"60805",60805,"ENSG00000235728",38.66,1781
"6559",6559,"ENSG00000235729",40.23,342
"47179",47179,"ENSG00000235730",43.66,938
"57594",57594,"ENSG00000235731",41.36,122692
"72951",72951,"ENSG00000235734",49.66,297
"6136",6136,"ENSG00000235735",47.14,767
"5613",5613,"ENSG00000235737",41.59,1461
"47249",47249,"ENSG00000235738",62.24,534
"64018",64018,"ENSG00000235740",42.61,7706
"84162",84162,"ENSG00000235741",44.48,12375
"8346",8346,"ENSG00000235742",39.33,177
"68004",68004,"ENSG00000235743",36.61,66589
"15139",15139,"ENSG00000235746",50.95,1632
"26928",26928,"ENSG00000235748",40.36,559
"83664",83664,"ENSG00000235749",36.72,121633
"80864",80864,"ENSG00000235750",44.87,36013
"19708",19708,"ENSG00000235756",45.81,1134
"3992",3992,"ENSG00000235759",43.44,2934
"84656",84656,"ENSG00000235760",51.19,8214
"36731",36731,"ENSG00000235761",44.4,231
"34526",34526,"ENSG00000235763",41.36,219
"10536",10536,"ENSG00000235768",44.73,1821
"84324",84324,"ENSG00000235770",40.08,314324
"2731",2731,"ENSG00000235772",50.35,1560
"82292",82292,"ENSG00000235774",38.06,72093
"30202",30202,"ENSG00000235775",34.97,162
"5588",5588,"ENSG00000235776",52.06,800
"82433",82433,"ENSG00000235777",34.99,1145
"40351",40351,"ENSG00000235778",50.85,1116
"81850",81850,"ENSG00000235779",44.32,23432
"18088",18088,"ENSG00000235780",52.35,1592
"66930",66930,"ENSG00000235781",49.69,3406
"84122",84122,"ENSG00000235782",37.96,112587
"10419",10419,"ENSG00000235784",44.03,878
"51268",51268,"ENSG00000235785",47.09,2110
"1730",1730,"ENSG00000235786",45.22,25899
"40484",40484,"ENSG00000235787",45.83,239
"86134",86134,"ENSG00000235790",49.87,17563
"17479",17479,"ENSG00000235794",32.33,330
"20589",20589,"ENSG00000235797",39.7,470
"45246",45246,"ENSG00000235802",60.4,1201
"17414",17414,"ENSG00000235803",39.41,679
"77741",77741,"ENSG00000235804",41.31,718
"41053",41053,"ENSG00000235805",43.08,1575
"46323",46323,"ENSG00000235806",37.34,30260
"2460",2460,"ENSG00000235808",53.92,433
"6778",6778,"ENSG00000235810",50.93,268
"60200",60200,"ENSG00000235811",47.62,83
"48425",48425,"ENSG00000235812",44.56,2169
"26231",26231,"ENSG00000235813",41.66,6797
"4465",4465,"ENSG00000235816",51.01,642
"45758",45758,"ENSG00000235817",39.85,403
"28562",28562,"ENSG00000235818",40.37,1089
"50671",50671,"ENSG00000235819",40.25,158832
"31608",31608,"ENSG00000235820",44.65,2261
"71045",71045,"ENSG00000235821",55.48,419
"53862",53862,"ENSG00000235823",43.46,81129
"51213",51213,"ENSG00000235824",44.92,6938
"85843",85843,"ENSG00000235827",58.93,2110
"4302",4302,"ENSG00000235828",45.91,317
"16414",16414,"ENSG00000235829",41.03,484
"78504",78504,"ENSG00000235830",44.84,7800
"79598",79598,"ENSG00000235831",40.8,83608
"38807",38807,"ENSG00000235832",57.84,905
"64967",64967,"ENSG00000235833",33.17,1027
"9995",9995,"ENSG00000235834",44.45,58725
"35555",35555,"ENSG00000235836",42.39,610
"63085",63085,"ENSG00000235837",37.72,34181
"2851",2851,"ENSG00000235838",45.35,2453
"80934",80934,"ENSG00000235840",53.49,9897
"50363",50363,"ENSG00000235843",42.48,1143
"69658",69658,"ENSG00000235845",51.95,1747
"14377",14377,"ENSG00000235847",43.83,964
"78702",78702,"ENSG00000235848",38.47,117130
"31009",31009,"ENSG00000235849",40.19,2246
"39370",39370,"ENSG00000235855",48.61,972
"417",417,"ENSG00000235857",53.06,244
"49012",49012,"ENSG00000235858",46.34,655
"5670",5670,"ENSG00000235859",47.57,1233
"78551",78551,"ENSG00000235861",65.3,218
"80889",80889,"ENSG00000235862",55.1,2487
"33836",33836,"ENSG00000235863",55.75,7709
"75444",75444,"ENSG00000235864",42.01,1551
"12112",12112,"ENSG00000235865",52.28,4762
"4050",4050,"ENSG00000235868",49.11,1013
"80829",80829,"ENSG00000235869",45.51,333
"15366",15366,"ENSG00000235871",36.54,675
"18729",18729,"ENSG00000235872",37.28,11928
"16046",16046,"ENSG00000235875",43.4,19436
"9247",9247,"ENSG00000235876",63.56,1986
"10394",10394,"ENSG00000235879",38.87,933
"60425",60425,"ENSG00000235880",41.37,5036
"44704",44704,"ENSG00000235881",41.97,7020
"83846",83846,"ENSG00000235885",36.94,224993
"7888",7888,"ENSG00000235886",44.13,1021
"19707",19707,"ENSG00000235887",48.42,1325
"12523",12523,"ENSG00000235888",47.29,74327
"12145",12145,"ENSG00000235890",56.78,19145
"8304",8304,"ENSG00000235892",53.49,1676
"36829",36829,"ENSG00000235893",64.14,540
"896",896,"ENSG00000235895",32.81,3781
"77920",77920,"ENSG00000235897",51.65,7282
"66291",66291,"ENSG00000235899",39.94,92161
"6196",6196,"ENSG00000235901",37,3104
"41143",41143,"ENSG00000235902",41,9532
"18015",18015,"ENSG00000235903",39.3,108882
"79392",79392,"ENSG00000235904",37.06,236156
"55306",55306,"ENSG00000235907",39.4,735
"36094",36094,"ENSG00000235908",47.91,1861
"75905",75905,"ENSG00000235910",49.12,20093
"83336",83336,"ENSG00000235911",46.95,5909
"85921",85921,"ENSG00000235912",53.65,191
"33933",33933,"ENSG00000235914",38.64,45285
"26327",26327,"ENSG00000235916",42.08,422
"39228",39228,"ENSG00000235917",42.23,984
"82677",82677,"ENSG00000235919",48.55,8729
"71773",71773,"ENSG00000235920",46.11,977
"37745",37745,"ENSG00000235922",49.45,541
"18530",18530,"ENSG00000235924",72.73,373
"30335",30335,"ENSG00000235926",45.61,170
"78596",78596,"ENSG00000235927",47.24,8191
"31633",31633,"ENSG00000235929",38.42,504
"77590",77590,"ENSG00000235930",41.53,300
"54992",54992,"ENSG00000235931",36.66,5488
"56941",56941,"ENSG00000235932",48.73,352
"85651",85651,"ENSG00000235933",43.21,39887
"75999",75999,"ENSG00000235937",45.09,1130
"51853",51853,"ENSG00000235939",40.56,53698
"13175",13175,"ENSG00000235940",40.7,284
"59850",59850,"ENSG00000235942",48.58,1127
"76092",76092,"ENSG00000235943",32.92,804
"49313",49313,"ENSG00000235944",48.47,24536
"22805",22805,"ENSG00000235945",42.39,2922
"47447",47447,"ENSG00000235946",54.05,887
"43220",43220,"ENSG00000235947",44.64,2398
"19889",19889,"ENSG00000235951",39.63,1657
"33059",33059,"ENSG00000235954",43.35,89278
"34900",34900,"ENSG00000235955",61.76,2800
"18548",18548,"ENSG00000235957",45.83,191
"36170",36170,"ENSG00000235958",47.66,43987
"84187",84187,"ENSG00000235959",41.51,423
"10194",10194,"ENSG00000235961",66.45,2565
"18295",18295,"ENSG00000235962",52.46,792
"51706",51706,"ENSG00000235963",57.01,862
"26367",26367,"ENSG00000235964",51.04,287
"1104",1104,"ENSG00000235965",33.45,1374
"47629",47629,"ENSG00000235967",54.22,366
"9309",9309,"ENSG00000235968",61.7,1072
"32616",32616,"ENSG00000235969",46.05,6171
"10703",10703,"ENSG00000235972",51.45,1486
"64924",64924,"ENSG00000235974",50.63,13779
"40974",40974,"ENSG00000235975",45.68,717
"6447",6447,"ENSG00000235976",43.88,391
"79401",79401,"ENSG00000235978",42.64,123051
"74295",74295,"ENSG00000235979",46.13,77458
"1022",1022,"ENSG00000235981",37.26,15485
"11417",11417,"ENSG00000235984",34.9,20225
"86014",86014,"ENSG00000235988",62.54,330
"35243",35243,"ENSG00000235989",49.93,10155
"56913",56913,"ENSG00000235990",49.64,420
"8235",8235,"ENSG00000235991",38.76,19392
"36627",36627,"ENSG00000235992",53.17,1669
"32983",32983,"ENSG00000235993",44.23,354
"29457",29457,"ENSG00000235995",39.51,485
"8730",8730,"ENSG00000235996",68.05,625
"81842",81842,"ENSG00000235997",47.92,14391
"13422",13422,"ENSG00000235998",31.82,241
"32530",32530,"ENSG00000236003",47.36,1800
"40182",40182,"ENSG00000236004",39.59,393
"4577",4577,"ENSG00000236005",51.88,772
"76879",76879,"ENSG00000236007",41.65,1490
"73142",73142,"ENSG00000236009",42.51,1594
"19306",19306,"ENSG00000236012",42.7,280
"63786",63786,"ENSG00000236013",36.47,169874
"22411",22411,"ENSG00000236015",44.47,822
"45022",45022,"ENSG00000236017",52.42,12598
"36616",36616,"ENSG00000236018",42.65,911
"85864",85864,"ENSG00000236021",38.76,240575
"72869",72869,"ENSG00000236022",50.43,17426
"50638",50638,"ENSG00000236024",50.78,5856
"20906",20906,"ENSG00000236025",41.15,208
"84184",84184,"ENSG00000236026",40.17,228
"32559",32559,"ENSG00000236027",42.17,3473
"37824",37824,"ENSG00000236028",41.82,1386
"47158",47158,"ENSG00000236031",35.99,2797
"44140",44140,"ENSG00000236032",36.08,9135
"28328",28328,"ENSG00000236035",40.4,791
"17959",17959,"ENSG00000236036",50.97,4973
"67578",67578,"ENSG00000236039",37.59,153450
"85913",85913,"ENSG00000236040",46.02,6461
"21374",21374,"ENSG00000236041",45.5,221
"6156",6156,"ENSG00000236042",40.76,497
"5581",5581,"ENSG00000236044",44.36,407
"55633",55633,"ENSG00000236045",50.96,1298
"7709",7709,"ENSG00000236046",41.6,2629
"59768",59768,"ENSG00000236047",50.08,588
"36211",36211,"ENSG00000236048",36.01,1193
"20873",20873,"ENSG00000236049",38.65,19689
"3859",3859,"ENSG00000236051",36.32,102950
"34563",34563,"ENSG00000236052",41.3,201394
"13677",13677,"ENSG00000236053",55.34,1638
"33828",33828,"ENSG00000236054",46.69,4083
"9510",9510,"ENSG00000236056",49.95,936
"8297",8297,"ENSG00000236058",44.63,548
"48827",48827,"ENSG00000236060",63.28,255
"32183",32183,"ENSG00000236062",49.85,659
"46836",46836,"ENSG00000236064",40.07,79232
"85920",85920,"ENSG00000236065",47.22,71871
"6233",6233,"ENSG00000236068",37.44,82103
"83479",83479,"ENSG00000236069",37.07,20913
"2543",2543,"ENSG00000236072",55.72,742
"48789",48789,"ENSG00000236073",41.74,114
"46915",46915,"ENSG00000236075",49.67,762
"16208",16208,"ENSG00000236076",44.35,3958
"8332",8332,"ENSG00000236077",32.78,10493
"66758",66758,"ENSG00000236078",49.14,21643
"2276",2276,"ENSG00000236079",45.41,1329
"6462",6462,"ENSG00000236080",53.28,609
"67645",67645,"ENSG00000236081",60.96,3693
"11334",11334,"ENSG00000236083",55.72,925
"39013",39013,"ENSG00000236085",54.63,1121
"61922",61922,"ENSG00000236086",48.85,261
"74116",74116,"ENSG00000236088",41,313934
"13018",13018,"ENSG00000236090",44.74,1007
"45189",45189,"ENSG00000236091",45.89,10142
"19019",19019,"ENSG00000236095",42.14,4325
"1665",1665,"ENSG00000236097",41.94,576
"85465",85465,"ENSG00000236098",41.15,85748
"84243",84243,"ENSG00000236099",59.82,666
"25136",25136,"ENSG00000236101",44.3,376
"66028",66028,"ENSG00000236102",48.14,17060
"72790",72790,"ENSG00000236104",59.45,3535
"15779",15779,"ENSG00000236105",41.27,583
"83040",83040,"ENSG00000236106",42.25,82689
"83188",83188,"ENSG00000236107",35.42,433583
"82078",82078,"ENSG00000236108",39.67,304
"82193",82193,"ENSG00000236109",39.73,38631
"23378",23378,"ENSG00000236110",52.13,421
"10259",10259,"ENSG00000236111",46.26,680
"25456",25456,"ENSG00000236114",37.51,1961
"55660",55660,"ENSG00000236115",43.95,4802
"84738",84738,"ENSG00000236116",53.22,792
"34445",34445,"ENSG00000236117",56.61,10124
"14137",14137,"ENSG00000236118",49.86,360
"1513",1513,"ENSG00000236119",43.36,7555
"45603",45603,"ENSG00000236120",37.84,72970
"26351",26351,"ENSG00000236121",40.92,3100
"71524",71524,"ENSG00000236123",41.16,5385
"70261",70261,"ENSG00000236124",50.93,268
"40349",40349,"ENSG00000236125",51.35,1592
"22626",22626,"ENSG00000236126",49.47,3322
"54509",54509,"ENSG00000236130",43.62,153491
"471",471,"ENSG00000236131",42.11,170
"27088",27088,"ENSG00000236132",47.35,1112
"15239",15239,"ENSG00000236133",36.76,25086
"72602",72602,"ENSG00000236136",50.36,841
"83287",83287,"ENSG00000236137",42.42,35364
"80617",80617,"ENSG00000236138",68.13,1254
"86110",86110,"ENSG00000236140",39.08,71412
"81882",81882,"ENSG00000236141",36.8,73575
"69384",69384,"ENSG00000236144",56.78,5298
"38039",38039,"ENSG00000236145",39.45,4253
"14971",14971,"ENSG00000236146",46.87,334
"30699",30699,"ENSG00000236148",45.36,548
"2416",2416,"ENSG00000236151",52.53,1796
"71211",71211,"ENSG00000236152",40.72,306
"81814",81814,"ENSG00000236153",50.54,923
"57615",57615,"ENSG00000236154",56.51,6655
"81260",81260,"ENSG00000236155",48.73,18099
"3501",3501,"ENSG00000236156",52.2,409
"6080",6080,"ENSG00000236158",41.06,681
"4710",4710,"ENSG00000236159",46.01,538
"9336",9336,"ENSG00000236160",29.95,216
"82956",82956,"ENSG00000236162",44.66,8590
"26797",26797,"ENSG00000236164",39.4,2862
"80525",80525,"ENSG00000236165",56.19,524
"16152",16152,"ENSG00000236167",47.69,584
"1939",1939,"ENSG00000236168",62,149
"29958",29958,"ENSG00000236170",52.94,16
"8438",8438,"ENSG00000236171",46.2,486
"81386",81386,"ENSG00000236172",38.53,35715
"72524",72524,"ENSG00000236173",49.43,784
"72102",72102,"ENSG00000236175",49.18,487
"1877",1877,"ENSG00000236176",33.89,5113
"44977",44977,"ENSG00000236179",51.9,1286
"69006",69006,"ENSG00000236180",36.82,420
"73115",73115,"ENSG00000236182",47.88,753
"3973",3973,"ENSG00000236184",41.59,843
"5046",5046,"ENSG00000236185",42.11,379
"29103",29103,"ENSG00000236187",47.89,1041
"2382",2382,"ENSG00000236188",46.73,8705
"35646",35646,"ENSG00000236189",58.41,516
"5285",5285,"ENSG00000236190",38.53,230
"5872",5872,"ENSG00000236191",43.33,389
"81472",81472,"ENSG00000236193",34.87,11920
"30418",30418,"ENSG00000236194",36.73,2166
"19827",19827,"ENSG00000236195",48.79,950
"62110",62110,"ENSG00000236197",36.26,178646
"42128",42128,"ENSG00000236199",38.65,4123
"86333",86333,"ENSG00000236200",49.01,23015
"79559",79559,"ENSG00000236202",39.43,40594
"81867",81867,"ENSG00000236204",39.71,362288
"6463",6463,"ENSG00000236205",48.76,1004
"85553",85553,"ENSG00000236206",41.07,25748
"52647",52647,"ENSG00000236208",50.13,2969
"80411",80411,"ENSG00000236209",50.59,5291
"18475",18475,"ENSG00000236211",40.01,1541
"62499",62499,"ENSG00000236212",38.91,89561
"81397",81397,"ENSG00000236213",40.79,496303
"73140",73140,"ENSG00000236216",57.98,375
"59638",59638,"ENSG00000236217",38.26,425
"43839",43839,"ENSG00000236226",34.77,1250
"21904",21904,"ENSG00000236229",49.23,1752
"83850",83850,"ENSG00000236230",39.81,302957
"82767",82767,"ENSG00000236231",38.58,7318
"69446",69446,"ENSG00000236232",40.96,1105
"70574",70574,"ENSG00000236234",51.33,11221
"1663",1663,"ENSG00000236235",33.45,6478
"17794",17794,"ENSG00000236238",57.1,351
"11412",11412,"ENSG00000236240",34.98,25488
"18849",18849,"ENSG00000236241",36.85,1714
"13674",13674,"ENSG00000236242",37.58,37581
"5133",5133,"ENSG00000236243",43.01,864
"84215",84215,"ENSG00000236244",42.72,4435
"59797",59797,"ENSG00000236246",57.41,1753
"16192",16192,"ENSG00000236248",48.51,234
"46800",46800,"ENSG00000236252",49.34,380
"81222",81222,"ENSG00000236253",65.31,930
"39231",39231,"ENSG00000236254",37.81,1353
"80805",80805,"ENSG00000236255",48.08,7721
"47723",47723,"ENSG00000236256",38.04,211303
"39874",39874,"ENSG00000236257",45.45,1075
"2056",2056,"ENSG00000236258",54.03,210
"11156",11156,"ENSG00000236259",48.24,482
"7168",7168,"ENSG00000236261",54.49,333
"72696",72696,"ENSG00000236264",48.74,434
"84628",84628,"ENSG00000236266",40.55,38991
"76823",76823,"ENSG00000236267",46.6,1308
"83973",83973,"ENSG00000236268",37.66,15388
"31571",31571,"ENSG00000236272",60.22,987
"53899",53899,"ENSG00000236274",40.95,1696
"3983",3983,"ENSG00000236276",42.37,21850
"1551",1551,"ENSG00000236277",39.5,3336
"75681",75681,"ENSG00000236278",55.42,894
"17644",17644,"ENSG00000236279",50.4,21300
"18414",18414,"ENSG00000236281",52.47,506
"82109",82109,"ENSG00000236283",36.49,367600
"69276",69276,"ENSG00000236284",40.27,729
"22007",22007,"ENSG00000236285",41.34,836
"29709",29709,"ENSG00000236287",40.77,46722
"81883",81883,"ENSG00000236289",46.27,73273
"85817",85817,"ENSG00000236290",49.5,702
"83712",83712,"ENSG00000236292",36.84,44071
"69403",69403,"ENSG00000236295",42.41,3491
"53016",53016,"ENSG00000236296",62.63,577
"73585",73585,"ENSG00000236297",43.36,601
"70135",70135,"ENSG00000236299",44.14,12594
"71610",71610,"ENSG00000236300",33.56,294
"78818",78818,"ENSG00000236301",62.57,5644
"55103",55103,"ENSG00000236303",46.41,269765
"74447",74447,"ENSG00000236304",57,6882
"71942",71942,"ENSG00000236305",47.86,22232
"51562",51562,"ENSG00000236306",36.63,64553
"84274",84274,"ENSG00000236307",43.96,827
"45489",45489,"ENSG00000236308",39.75,711
"52602",52602,"ENSG00000236311",52.81,52117
"7976",7976,"ENSG00000236312",44.35,353
"24527",24527,"ENSG00000236313",41.07,956
"58371",58371,"ENSG00000236316",49.12,854
"25057",25057,"ENSG00000236317",56.25,191
"5506",5506,"ENSG00000236318",38.12,92389
"67536",67536,"ENSG00000236319",56.05,668
"40057",40057,"ENSG00000236320",41.26,16834
"14151",14151,"ENSG00000236323",46.24,678
"63976",63976,"ENSG00000236324",41.7,7792
"19412",19412,"ENSG00000236325",49.33,372
"13127",13127,"ENSG00000236326",38.93,541
"78701",78701,"ENSG00000236327",42.44,270
"44705",44705,"ENSG00000236330",43.23,885
"11642",11642,"ENSG00000236332",36.76,34666
"74221",74221,"ENSG00000236333",38.18,26990
"69016",69016,"ENSG00000236334",46.09,754
"85505",85505,"ENSG00000236335",54.49,2236
"66925",66925,"ENSG00000236336",56.14,936
"24823",24823,"ENSG00000236337",45.88,642
"5633",5633,"ENSG00000236339",64.21,379
"51240",51240,"ENSG00000236340",41.49,14800
"83781",83781,"ENSG00000236341",41.49,33002
"19092",19092,"ENSG00000236343",45.92,1077
"72198",72198,"ENSG00000236345",37.2,17178
"67980",67980,"ENSG00000236347",38.13,13740
